TrackName,Composer,TrackLength,TrackSizeBytes,TrackPrice,Genre,MediaType,AlbumTitle,ArtistName,InvoiceItemQuantity,InvoiceItemUnitPrice,InvoiceId,InvoiceDate,InvoiceBillingAddress,InvoiceBillingCity,InvoiceBillingState,InvoiceBillingCountry,InvoiceBillingPostalCode,CustomerFirstName,CustomerLastName,CustomerAddress,CustomerCity,CustomerState,CustomerCountry,CustomerPostalCode,CustomerPhone,CustomerFax,CustomerEmail
"Poor Twisted Me","James Hetfield, Lars Ulrich",240065,7854349,0.99,Metal,"MPEG audio file",Load,Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
"Wasted My Hate","James Hetfield, Lars Ulrich, Kirk Hammett",237296,7762300,0.99,Metal,"MPEG audio file",Load,Metallica,,,,,,,,,,,,,,,,,,,
"Mama Said","James Hetfield, Lars Ulrich",319764,10508310,0.99,Metal,"MPEG audio file",Load,Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Thorn Within","James Hetfield, Lars Ulrich, Kirk Hammett",351738,11486686,0.99,Metal,"MPEG audio file",Load,Metallica,,,,,,,,,,,,,,,,,,,
Ronnie,"James Hetfield, Lars Ulrich",317204,10390947,0.99,Metal,"MPEG audio file",Load,Metallica,,,,,,,,,,,,,,,,,,,
"The Outlaw Torn","James Hetfield, Lars Ulrich",588721,19286261,0.99,Metal,"MPEG audio file",Load,Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
Battery,J.Hetfield/L.Ulrich,312424,10229577,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
Battery,J.Hetfield/L.Ulrich,312424,10229577,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
"Master Of Puppets",K.Hammett,515239,16893720,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,55,"2009-08-24 00:00:00","Grétrystraat 63",Brussels,,Belgium,1000,Daan,Peeters,"Grétrystraat 63",Brussels,,Belgium,1000,"+32 02 219 03 03",,daan_peeters@apple.be
"The Thing That Should Not Be",K.Hammett,396199,12952368,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,56,"2009-09-06 00:00:00","Sønder Boulevard 51",Copenhagen,,Denmark,1720,Kara,Nielsen,"Sønder Boulevard 51",Copenhagen,,Denmark,1720,"+453 3331 9991",,kara.nielsen@jubii.dk
"Welcome Home (Sanitarium)",K.Hammett,387186,12679965,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,56,"2009-09-06 00:00:00","Sønder Boulevard 51",Copenhagen,,Denmark,1720,Kara,Nielsen,"Sønder Boulevard 51",Copenhagen,,Denmark,1720,"+453 3331 9991",,kara.nielsen@jubii.dk
"Disposable Heroes",J.Hetfield/L.Ulrich,496718,16135560,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Leper Messiah",C.Burton,347428,11310434,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,57,"2009-09-06 00:00:00","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,Alexandre,Rocha,"Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br
"Leper Messiah",C.Burton,347428,11310434,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
Orion,K.Hammett,500062,16378477,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
"Damage Inc.",K.Hammett,330919,10725029,0.99,Metal,"MPEG audio file","Master Of Puppets",Metallica,1,0.99,57,"2009-09-06 00:00:00","Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,Alexandre,Rocha,"Av. Paulista, 2022","São Paulo",SP,Brazil,01310-200,"+55 (11) 3055-3278","+55 (11) 3055-8131",alero@uol.com.br
Fuel,"Hetfield, Ulrich, Hammett",269557,8876811,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"The Memory Remains","Hetfield, Ulrich",279353,9110730,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,58,"2009-09-07 00:00:00","Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,Fernanda,Ramos,"Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br
"Devil's Dance","Hetfield, Ulrich",318955,10414832,0.99,Metal,"MPEG audio file",ReLoad,Metallica,,,,,,,,,,,,,,,,,,,
"The Unforgiven II","Hetfield, Ulrich, Hammett",395520,12886474,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,58,"2009-09-07 00:00:00","Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,Fernanda,Ramos,"Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br
"The Unforgiven II","Hetfield, Ulrich, Hammett",395520,12886474,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Better Than You","Hetfield, Ulrich",322899,10549070,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Better Than You","Hetfield, Ulrich",322899,10549070,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
Slither,"Hetfield, Ulrich, Hammett",313103,10199789,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,58,"2009-09-07 00:00:00","Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,Fernanda,Ramos,"Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br
"Carpe Diem Baby","Hetfield, Ulrich, Hammett",372480,12170693,0.99,Metal,"MPEG audio file",ReLoad,Metallica,,,,,,,,,,,,,,,,,,,
"Bad Seed","Hetfield, Ulrich, Hammett",245394,8019586,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,58,"2009-09-07 00:00:00","Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,Fernanda,Ramos,"Qe 7 Bloco G","Brasília",DF,Brazil,71020-677,"+55 (61) 3363-5547","+55 (61) 3363-7855",fernadaramos4@uol.com.br
"Where The Wild Things Are","Hetfield, Ulrich, Newsted",414380,13571280,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,164,"2010-12-17 00:00:00","307 Macacha Güemes","Buenos Aires",,Argentina,1106,Diego,"Gutiérrez","307 Macacha Güemes","Buenos Aires",,Argentina,1106,"+54 (0)11 4311 4333",,diego.gutierrez@yahoo.ar
"Prince Charming","Hetfield, Ulrich",365061,12009412,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Low Man's Lyric","Hetfield, Ulrich",457639,14855583,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
Attitude,"Hetfield, Ulrich",315898,10335734,0.99,Metal,"MPEG audio file",ReLoad,Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
Fixxxer,"Hetfield, Ulrich, Hammett",496065,16190041,0.99,Metal,"MPEG audio file",ReLoad,Metallica,,,,,,,,,,,,,,,,,,,
"Fight Fire With Fire",Metallica,285753,9420856,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,,,,,,,,,,,,,,,,,,,
"Ride The Lightning",Metallica,397740,13055884,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"For Whom The Bell Tolls",Metallica,311719,10159725,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"For Whom The Bell Tolls",Metallica,311719,10159725,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Fade To Black",Metallica,414824,13531954,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,375,"2013-07-07 00:00:00","120 S Orange Ave",Orlando,FL,USA,32801,Heather,Leacock,"120 S Orange Ave",Orlando,FL,USA,32801,"+1 (407) 999-7788",,hleacock@gmail.com
"Trapped Under Ice",Metallica,244532,7975942,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,,,,,,,,,,,,,,,,,,,
Escape,Metallica,264359,8652332,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,,,,,,,,,,,,,,,,,,,
"Creeping Death",Metallica,396878,12955593,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"The Call Of Ktulu",Metallica,534883,17486240,0.99,Metal,"MPEG audio file","Ride The Lightning",Metallica,1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
Frantic,"Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",350458,11510849,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"St. Anger","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",441234,14363779,0.99,Metal,"MPEG audio file","St. Anger",Metallica,,,,,,,,,,,,,,,,,,,
"Some Kind Of Monster","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",505626,16557497,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Dirty Window","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",324989,10670604,0.99,Metal,"MPEG audio file","St. Anger",Metallica,,,,,,,,,,,,,,,,,,,
"Invisible Kid","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",510197,16591800,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"My World","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",345626,11253756,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Shoot Me Again","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",430210,14093551,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
"Shoot Me Again","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",430210,14093551,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Sweet Amber","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",327235,10616595,0.99,Metal,"MPEG audio file","St. Anger",Metallica,,,,,,,,,,,,,,,,,,,
"The Unnamed Feeling","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",429479,14014582,0.99,Metal,"MPEG audio file","St. Anger",Metallica,,,,,,,,,,,,,,,,,,,
Purify,"Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",314017,10232537,0.99,Metal,"MPEG audio file","St. Anger",Metallica,,,,,,,,,,,,,,,,,,,
"All Within My Hands","Bob Rock/James Hetfield/Kirk Hammett/Lars Ulrich",527986,17162741,0.99,Metal,"MPEG audio file","St. Anger",Metallica,1,0.99,59,"2009-09-08 00:00:00","1 Microsoft Way",Redmond,WA,USA,98052-8300,Jack,Smith,"1 Microsoft Way",Redmond,WA,USA,98052-8300,"+1 (425) 882-8080","+1 (425) 882-8081",jacksmith@microsoft.com
Blackened,"James Hetfield, Lars Ulrich & Jason Newsted",403382,13254874,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"...And Justice For All","James Hetfield, Lars Ulrich & Kirk Hammett",585769,19262088,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Eye Of The Beholder","James Hetfield, Lars Ulrich & Kirk Hammett",385828,12747894,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
One,"James Hetfield & Lars Ulrich",446484,14695721,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,,,,,,,,,,,,,,,,,,,
"The Shortest Straw","James Hetfield and Lars Ulrich",395389,13013990,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,,,,,,,,,,,,,,,,,,,
"Harvester Of Sorrow","James Hetfield and Lars Ulrich",345547,11377339,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
"The Frayed Ends Of Sanity","James Hetfield, Lars Ulrich and Kirk Hammett",464039,15198986,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"To Live Is To Die","James Hetfield, Lars Ulrich and Cliff Burton",588564,19243795,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,1,0.99,270,"2012-03-29 00:00:00","9, Place Louis Barthou",Bordeaux,,France,33000,Wyatt,Girard,"9, Place Louis Barthou",Bordeaux,,France,33000,"+33 05 56 96 96 96",,wyatt.girard@yahoo.fr
"Dyers Eve","James Hetfield, Lars Ulrich and Kirk Hammett",313991,10302828,0.99,Metal,"MPEG audio file","...And Justice For All",Metallica,,,,,,,,,,,,,,,,,,,
Springsville,"J. Carisi",207725,6776219,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"The Maids Of Cadiz","L. Delibes",233534,7505275,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"The Duke","Dave Brubeck",214961,6977626,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
"The Duke","Dave Brubeck",214961,6977626,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"My Ship","Ira Gershwin, Kurt Weill",268016,8581144,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Miles Ahead","Miles Davis, Gil Evans",209893,6807707,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"Blues For Pablo","Gil Evans",318328,10218398,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"New Rhumba","A. Jamal",276871,8980400,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"The Meaning Of The Blues","R. Troup, L. Worth",168594,5395412,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,271,"2012-04-03 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
Lament,"J.J. Johnson",134191,4293394,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
"I Don't Wanna Be Kissed (By Anyone But You)","H. Spina, J. Elliott",191320,6219487,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Springsville (Alternate Take)","J. Carisi",196388,6382079,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"Blues For Pablo (Alternate Take)","Gil Evans",212558,6900619,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
"The Meaning Of The Blues/Lament (Alternate Take)","J.J. Johnson/R. Troup, L. Worth",309786,9912387,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"I Don't Wanna Be Kissed (By Anyone But You) (Alternate Take)","H. Spina, J. Elliott",192078,6254796,0.99,Jazz,"MPEG audio file","Miles Ahead","Miles Davis",,,,,,,,,,,,,,,,,,,
"Coração De Estudante","Wagner Tiso, Milton Nascimento",238550,7797308,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
"A Noite Do Meu Bem","Dolores Duran",220081,7125225,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Paisagem Na Janela","Lô Borges, Fernando Brant",197694,6523547,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,271,"2012-04-03 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
Cuitelinho,Folclore,209397,6803970,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Caxangá","Milton Nascimento, Fernando Brant",245551,8144179,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Nos Bailes Da Vida","Milton Nascimento, Fernando Brant",275748,9126170,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Menestrel Das Alagoas","Milton Nascimento, Fernando Brant",199758,6542289,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
"Menestrel Das Alagoas","Milton Nascimento, Fernando Brant",199758,6542289,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
Brasil,"Milton Nascimento, Fernando Brant",155428,5252560,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,165,"2010-12-20 00:00:00","1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","François",Tremblay,"1498 rue Bélanger","Montréal",QC,Canada,"H2G 1A7","+1 (514) 721-4711",,ftremblay@gmail.com
"Canção Do Novo Mundo","Beto Guedes, Ronaldo Bastos",215353,7032626,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Um Gosto De Sol","Milton Nascimento, Ronaldo Bastos",307200,9893875,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
Solar,"Milton Nascimento, Fernando Brant",156212,5098288,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Para Lennon E McCartney","Lô Borges, Márcio Borges, Fernando Brant",321828,10626920,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,271,"2012-04-03 00:00:00","Celsiusg. 9",Stockholm,,Sweden,11230,Joakim,Johansson,"Celsiusg. 9",Stockholm,,Sweden,11230,"+46 08-651 52 52",,joakim.johansson@yahoo.se
"Maria, Maria","Milton Nascimento, Fernando Brant",72463,2371543,0.99,Latin,"MPEG audio file","Milton Nascimento Ao Vivo","Milton Nascimento",1,0.99,60,"2009-09-11 00:00:00","69 Salem Street",Boston,MA,USA,2113,John,Gordon,"69 Salem Street",Boston,MA,USA,2113,"+1 (617) 522-1333",,johngordon22@yahoo.com
Minas,"Milton Nascimento, Caetano Veloso",152293,4921056,0.99,Latin,"MPEG audio file",Minas,"Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Fé Cega, Faca Amolada","Milton Nascimento, Ronaldo Bastos",278099,9258649,0.99,Latin,"MPEG audio file",Minas,"Milton Nascimento",,,,,,,,,,,,,,,,,,,
"Beijo Partido","Toninho Horta",229564,7506969,0.99,Latin,"MPEG audio file",Minas,"Milton Nascimento",1,0.99,376,"2013-07-12 00:00:00","194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5",Martha,Silk,"194A Chain Lake Drive",Halifax,NS,Canada,"B3S 1C5","+1 (902) 450-0450",,marthasilk@gmail.com
